Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1718,762,821,3,617,657,1,0,266,3,90049,3,1394,1,14,556,77.88,2,0.0,3.894
3586,1139,1229,3,278,270,1,0,288,8,32935,2,1387,1,14,115,95.616,2,0.2,9.5616
1985,649,696,0,579,579,1,0,129,21,55122,0,1462,2,0,1598,45.98,2,0.0,19.7714
1985,649,696,0,579,579,1,0,129,21,55122,0,767,1,3,1637,17.46,2,0.0,8.2062
556,238,249,2,603,589,0,0,516,20,48185,0,1352,1,14,776,211.96,4,0.0,8.4784
2782,740,796,3,461,458,0,0,124,6,19901,1,1520,2,0,915,45.0,3,0.0,4.95
2782,740,796,3,461,458,0,0,124,6,19901,1,1825,2,13,967,21.8,2,0.0,6.104
1010,379,403,3,229,198,0,0,324,12,47150,0,822,1,3,394,38.22,6,0.0,17.9634
1010,379,403,3,229,198,0,0,324,12,47150,0,980,1,10,192,75.18,6,0.0,35.3346
1010,379,403,3,229,198,0,0,324,12,47150,0,192,0,9,1029,6.16,2,0.0,2.9568
1010,379,403,3,229,198,0,0,324,12,47150,0,100,0,5,760,89.99,1,0.0,17.0981
1787,896,965,3,390,349,1,0,329,30,10024,1,904,1,8,122,15.26,7,0.0,6.2566
1787,896,965,3,390,349,1,0,329,30,10024,1,1769,2,13,43,1029.95,5,0.0,298.6855
1873,737,789,0,731,735,0,0,488,30,12180,1,1306,1,14,824,208.56,6,0.0,52.14
1873,737,789,0,731,735,0,0,488,30,12180,1,1110,1,12,1830,32.4,5,0.0,15.552
1873,737,789,0,731,735,0,0,488,30,12180,1,115,0,5,1174,319.41,5,0.1,7.098
1873,737,789,0,731,735,0,0,488,30,12180,1,1061,1,12,159,14.56,2,0.0,6.9888
1873,737,789,0,731,735,0,0,488,30,12180,1,1520,2,0,915,30.0,2,0.0,3.3
1873,737,789,0,731,735,0,0,488,30,12180,1,692,1,3,1280,48.48,4,0.2,16.362
1873,737,789,0,731,735,0,0,488,30,12180,1,531,1,2,1298,1.68,1,0.0,0.84
1271,558,608,3,438,446,0,0,266,3,90004,3,1588,2,0,1599,13.98,2,0.0,6.1512
1271,558,608,3,438,446,0,0,266,3,90004,3,677,1,3,66,25.824,6,0.2,9.3612
1271,558,608,3,438,446,0,0,266,3,90004,3,1237,1,12,1731,146.73,3,0.0,68.9631
1271,558,608,3,438,446,0,0,266,3,90004,3,153,0,9,1034,79.76,4,0.0,22.3328
4488,390,415,3,609,596,2,0,80,11,60610,0,65,0,5,770,213.115,5,0.3,-15.2225
86,281,294,3,106,105,1,0,166,1,85234,3,557,1,2,885,1113.024,8,0.2,111.3024
86,281,294,3,106,105,1,0,166,1,85234,3,1785,2,13,1849,167.968,4,0.2,62.988
2009,725,778,0,422,416,0,0,464,44,22153,2,1050,1,12,1456,75.88,2,0.0,35.6636
1790,819,882,3,329,330,0,0,329,30,10009,1,832,1,3,235,4.616,1,0.2,1.731
3085,1134,1223,2,738,765,0,0,215,20,49201,0,1276,1,12,1530,19.05,3,0.0,8.763
4421,386,412,3,356,381,0,0,289,40,38109,2,56,0,5,814,831.936,8,0.2,-114.3912
4421,386,412,3,356,381,0,0,289,40,38109,2,267,0,9,1546,97.04,2,0.2,1.213
4421,386,412,3,356,381,0,0,289,40,38109,2,1406,1,14,1382,72.784,1,0.2,-18.196
4806,1216,1308,0,418,438,1,0,207,41,77041,0,809,1,3,542,1.248,3,0.8,-1.9344
4806,1216,1308,0,418,438,1,0,207,41,77041,0,147,0,9,30,9.708,3,0.6,-5.8248
4806,1216,1308,0,418,438,1,0,207,41,77041,0,1307,1,14,1449,27.24,3,0.2,2.724
4298,272,285,2,356,381,0,0,207,41,77070,0,250,0,9,564,19.3,5,0.6,-14.475
2120,732,786,0,679,716,1,0,116,0,35601,2,416,1,1,8,208.16,1,0.0,56.2032
2120,732,786,0,679,716,1,0,116,0,35601,2,732,1,3,247,16.74,3,0.0,8.0352
478,230,241,3,226,244,0,0,438,3,94122,3,542,1,2,1304,14.9,5,0.0,4.172
478,230,241,3,226,244,0,0,438,3,94122,3,1368,1,14,1466,21.39,1,0.0,6.2031
1460,487,530,3,347,405,1,0,128,31,27707,2,850,1,7,940,200.984,7,0.2,62.8075
4816,1190,1283,0,177,158,2,0,80,11,60623,0,1398,1,14,1381,230.376,3,0.2,-48.9549
3595,1037,1116,2,603,589,0,0,93,38,29203,2,63,0,5,1173,301.96,2,0.0,33.2156
3905,1172,1269,3,592,591,0,0,410,21,55901,0,1513,2,0,1023,19.99,1,0.0,6.7966
3905,1172,1269,3,592,591,0,0,410,21,55901,0,945,1,10,221,6.16,2,0.0,2.9568
2626,672,722,2,304,295,2,0,207,41,77095,0,1391,1,14,582,158.368,7,0.2,13.8572
1843,818,881,3,406,377,1,0,266,3,90036,3,632,1,2,1579,20.1,3,0.0,6.633
1843,818,881,3,406,377,1,0,266,3,90036,3,1830,2,13,1244,73.584,2,0.2,8.2782
1843,818,881,3,406,377,1,0,266,3,90036,3,1038,1,12,1787,6.48,1,0.0,3.1104
1454,322,339,2,415,419,0,0,300,21,55407,0,1207,1,12,1791,12.96,2,0.0,6.2208
1454,322,339,2,415,419,0,0,300,21,55407,0,272,0,9,1440,53.34,3,0.0,16.5354
1454,322,339,2,415,419,0,0,300,21,55407,0,752,1,3,904,32.96,2,0.0,16.1504
4768,1183,1279,3,626,645,2,0,389,35,97206,3,836,1,3,673,5.682,1,0.7,-3.788
4015,1186,1278,2,601,583,2,0,329,30,10009,1,159,0,9,31,96.53,7,0.0,40.5426
3948,1054,1137,0,423,421,0,0,438,3,94122,3,708,1,3,1573,51.312,3,0.2,17.9592
2457,808,870,3,276,255,1,0,427,21,55106,0,385,1,1,637,77.88,6,0.0,22.5852
2606,800,861,3,623,629,2,0,80,11,60610,0,1210,1,12,261,64.624,7,0.2,22.6184
2606,800,861,3,623,629,2,0,80,11,60610,0,1506,2,0,1405,95.976,3,0.2,-10.7973
2606,800,861,3,623,629,2,0,80,11,60610,0,743,1,3,255,1.788,3,0.8,-3.0396
2162,887,952,2,314,296,0,0,410,21,55901,0,1246,1,12,1589,23.92,4,0.0,11.7208
4469,548,595,3,450,456,0,0,24,4,80013,3,1500,2,0,1007,238.896,6,0.2,-26.8758
4469,548,595,3,450,456,0,0,24,4,80013,3,283,0,9,511,102.36,3,0.2,-3.8385
4469,548,595,3,450,456,0,0,24,4,80013,3,747,1,3,270,36.882,3,0.7,-25.8174
3179,1200,1295,3,389,348,0,0,74,31,28205,2,1562,2,0,1078,74.112,8,0.2,17.6016
3179,1200,1295,3,389,348,0,0,74,31,28205,2,1791,2,13,1478,27.992,1,0.2,2.0994
3179,1200,1295,3,389,348,0,0,74,31,28205,2,482,1,2,1162,3.304,1,0.2,1.0738
1178,522,569,3,581,602,2,0,352,11,60462,0,1477,2,0,1021,339.96,5,0.2,67.992
3742,1231,1327,3,183,185,1,0,329,30,10035,1,202,0,9,1040,41.96,2,0.0,10.9096
2145,859,928,3,152,169,0,0,494,13,50322,0,481,1,2,888,75.96,2,0.0,22.788
2145,859,928,3,152,169,0,0,494,13,50322,0,797,1,3,237,27.24,6,0.0,13.3476
197,185,195,2,629,662,0,0,94,33,43229,1,908,1,8,1197,40.096,14,0.2,14.5348
197,185,195,2,629,662,0,0,94,33,43229,1,871,1,7,1340,4.72,2,0.2,1.652
197,185,195,2,629,662,0,0,94,33,43229,1,1285,1,12,1707,23.976,3,0.2,7.4925
197,185,195,2,629,662,0,0,94,33,43229,1,869,1,7,1581,130.464,6,0.2,44.0316
930,341,362,3,213,204,0,0,452,45,98103,3,332,0,16,854,787.53,3,0.0,165.3813
4426,368,393,3,297,308,1,0,51,40,37620,2,779,1,3,681,157.794,1,0.7,-115.7156
1755,732,786,0,678,713,0,0,521,6,19805,1,214,0,9,160,47.04,3,0.0,18.3456
1755,732,786,0,678,713,0,0,521,6,19805,1,794,1,3,499,30.84,4,0.0,13.878
1755,732,786,0,678,713,0,0,521,6,19805,1,1317,1,14,461,226.56,6,0.0,63.4368
1755,732,786,0,678,713,0,0,521,6,19805,1,868,1,7,773,115.02,9,0.0,51.759
1755,732,786,0,678,713,0,0,521,6,19805,1,1821,2,13,944,68.04,7,0.0,19.7316
4314,299,312,2,15,11,2,0,207,41,77041,0,118,0,5,743,600.558,3,0.3,-8.5794
4271,208,222,3,589,609,0,0,41,11,61701,0,369,0,16,318,617.7,6,0.5,-407.682
4755,1182,1279,3,767,771,0,0,375,1,85023,3,766,1,3,241,2.388,2,0.7,-1.8308
4755,1182,1279,3,767,771,0,0,375,1,85023,3,1382,1,14,1572,243.992,7,0.2,30.499
4577,862,928,2,472,463,2,0,266,3,90004,3,65,0,5,768,81.424,2,0.2,-9.1602
4577,862,928,2,472,463,2,0,266,3,90004,3,270,0,9,558,238.56,3,0.0,26.2416
4985,938,1011,0,242,237,1,0,94,33,43229,1,1762,2,13,149,59.97,5,0.4,-11.994
4985,938,1011,0,242,237,1,0,94,33,43229,1,1168,1,12,1701,78.304,2,0.2,29.364
4985,938,1011,0,242,237,1,0,94,33,43229,1,925,1,8,1499,21.456,9,0.2,6.9732
2399,841,907,3,451,457,0,0,418,3,95661,3,1129,1,12,1738,20.04,3,0.0,9.6192
2399,841,907,3,451,457,0,0,418,3,95661,3,1121,1,12,1662,35.44,1,0.0,16.6568
2399,841,907,3,451,457,0,0,418,3,95661,3,506,1,2,1407,11.52,4,0.0,3.456
2399,841,907,3,451,457,0,0,418,3,95661,3,929,1,8,908,4.02,2,0.0,1.9698
2399,841,907,3,451,457,0,0,418,3,95661,3,837,1,3,722,76.176,3,0.2,26.6616
2399,841,907,3,451,457,0,0,418,3,95661,3,1430,1,15,670,65.88,6,0.0,18.4464
2399,841,907,3,451,457,0,0,418,3,95661,3,192,0,9,1029,43.12,14,0.0,20.6976
1855,807,866,2,349,391,1,0,374,36,19140,1,310,0,9,881,82.8,2,0.2,10.35
2939,1138,1229,3,691,663,1,0,438,3,94122,3,500,1,2,1152,8.82,3,0.0,2.3814
2939,1138,1229,3,691,663,1,0,438,3,94122,3,891,1,7,471,10.86,3,0.0,5.1042
2939,1138,1229,3,691,663,1,0,438,3,94122,3,1259,1,12,1696,143.7,3,0.0,68.976
3903,1228,1324,3,687,670,0,0,210,23,64055,0,396,1,1,1417,839.43,3,0.0,218.2518
934,491,534,3,317,326,0,0,364,3,91104,3,1398,1,14,1381,671.93,7,0.0,20.1579
132,240,251,3,503,510,2,0,330,33,43055,1,156,0,9,1442,93.888,4,0.2,12.9096
1928,891,957,3,357,409,1,0,156,47,53132,0,1688,2,13,1271,384.45,11,0.0,103.8015
1928,891,957,3,357,409,1,0,156,47,53132,0,1723,2,13,150,149.97,3,0.0,5.9988
1928,891,957,3,357,409,1,0,156,47,53132,0,55,0,5,839,1951.84,8,0.0,585.552
1928,891,957,3,357,409,1,0,156,47,53132,0,745,1,3,701,171.55,5,0.0,80.6285
2613,651,699,0,773,733,2,0,451,1,85254,3,384,1,1,296,157.92,5,0.2,17.766
2613,651,699,0,773,733,2,0,451,1,85254,3,1715,2,13,932,203.184,2,0.2,15.2388
1121,417,443,0,708,708,1,0,440,3,95123,3,1141,1,12,1469,58.38,7,0.0,26.271
1121,417,443,0,708,708,1,0,440,3,95123,3,1162,1,12,1665,105.52,4,0.0,48.5392
1121,417,443,0,708,708,1,0,440,3,95123,3,1350,1,14,1543,80.88,6,0.0,21.0288
1040,414,444,3,566,564,2,0,452,45,98105,3,522,1,2,1117,6.63,3,0.0,1.7901
62,42,39,2,190,202,0,0,452,45,98115,3,118,0,5,743,457.568,2,0.2,51.4764
1923,876,942,3,571,576,0,0,134,34,73034,0,979,1,10,229,14.62,2,0.0,6.8714
1923,876,942,3,571,576,0,0,134,34,73034,0,1844,2,13,174,944.93,7,0.0,236.2325
2681,703,753,0,769,736,0,0,266,3,90045,3,1186,1,12,1706,5.98,1,0.0,2.691
1052,591,639,2,269,262,0,0,374,36,19134,1,1567,2,0,976,54.384,2,0.2,1.3596
2540,872,938,3,635,658,0,0,65,29,88220,3,865,1,7,1493,28.4,5,0.0,13.348
1919,863,929,3,516,514,0,0,452,45,98115,3,801,1,3,1636,27.68,2,0.2,9.688
483,197,209,3,90,75,0,0,434,41,78207,0,618,1,2,276,9.936,3,0.2,2.7324
483,197,209,3,90,75,0,0,434,41,78207,0,1624,2,11,985,8159.952,8,0.4,-1359.992
483,197,209,3,90,75,0,0,434,41,78207,0,1325,1,14,1476,275.928,3,0.2,-58.6347
483,197,209,3,90,75,0,0,434,41,78207,0,121,0,5,1363,1740.06,9,0.3,-24.858
483,197,209,3,90,75,0,0,434,41,78207,0,556,1,2,1411,32.064,6,0.2,6.8136
483,197,209,3,90,75,0,0,434,41,78207,0,428,1,1,950,177.98,5,0.8,-453.849
483,197,209,3,90,75,0,0,434,41,78207,0,1823,2,13,930,143.976,3,0.2,8.9985
230,171,178,3,173,140,0,0,266,3,90004,3,1064,1,12,106,20.94,3,0.0,9.8418
230,171,178,3,173,140,0,0,266,3,90004,3,1085,1,12,1698,110.96,2,0.0,53.2608
230,171,178,3,173,140,0,0,266,3,90004,3,111,0,5,771,340.144,7,0.2,21.259
4196,203,216,3,340,358,1,0,80,11,60623,0,393,1,1,949,52.448,2,0.8,-131.12
4196,203,216,3,340,358,1,0,80,11,60623,0,985,1,10,219,20.16,4,0.2,6.552
4942,1003,1083,2,696,698,0,0,207,41,77036,0,433,1,1,54,97.264,4,0.8,-243.16
4362,555,601,2,356,381,0,0,330,33,43055,1,128,0,5,1226,396.802,7,0.3,-11.3372
4362,555,601,2,356,381,0,0,330,33,43055,1,1435,1,15,96,15.88,5,0.2,-3.7715
1294,578,627,3,379,374,2,0,329,30,10009,1,535,1,2,1408,3.28,1,0.0,1.4104
761,281,293,2,214,208,1,0,116,11,62521,0,1392,1,14,1541,24.816,2,0.2,1.8612
761,281,293,2,214,208,1,0,116,11,62521,0,1589,2,0,917,408.744,7,0.2,76.6395
682,265,278,2,649,643,2,0,308,16,71203,2,1804,2,13,46,503.96,4,0.0,131.0296
682,265,278,2,649,643,2,0,308,16,71203,2,1854,2,13,1164,149.95,5,0.0,41.986
682,265,278,2,649,643,2,0,308,16,71203,2,1527,2,0,791,29.0,2,0.0,7.25
1768,884,950,3,697,664,0,0,147,5,6824,1,714,1,3,262,7.16,2,0.0,3.4368
277,186,198,3,287,284,2,0,266,3,90032,3,1524,2,0,1404,176.8,8,0.0,22.984
2577,761,821,3,40,23,1,0,172,41,75051,0,1336,1,14,1261,37.224,3,0.2,3.7224
2577,761,821,3,40,23,1,0,172,41,75051,0,1141,1,12,1469,20.016,3,0.2,6.255
831,520,565,0,532,496,2,0,329,30,10035,1,22,0,4,168,899.136,4,0.2,112.392
831,520,565,0,532,496,2,0,329,30,10035,1,1730,2,13,890,71.76,6,0.0,20.0928
831,520,565,0,532,496,2,0,329,30,10035,1,1017,1,12,1800,51.84,8,0.0,24.8832
831,520,565,0,532,496,2,0,329,30,10035,1,20,0,4,167,626.352,3,0.2,46.9764
831,520,565,0,532,496,2,0,329,30,10035,1,585,1,2,28,19.9,5,0.0,6.567
1213,536,585,3,551,499,1,0,399,3,92374,3,860,1,7,1284,14.28,7,0.0,6.7116
484,56,57,3,125,133,0,0,187,33,45011,1,625,1,2,331,7.408,2,0.2,1.2038
484,56,57,3,125,133,0,0,187,33,45011,1,609,1,2,334,6.048,3,0.2,1.5876
2969,1183,1280,3,780,776,2,0,515,28,7090,1,1338,1,14,507,46.26,3,0.0,12.0276
4834,1070,1159,3,285,289,1,0,374,36,19120,1,653,1,3,1305,2.946,2,0.7,-2.2586
4834,1070,1159,3,285,289,1,0,374,36,19120,1,1185,1,12,1649,16.056,3,0.2,5.8203
2913,1060,1145,3,484,485,0,0,2,33,44312,1,1180,1,12,1471,21.744,3,0.2,6.795
419,169,174,0,108,116,0,0,120,4,80219,3,367,0,16,364,218.75,2,0.5,-161.875
419,169,174,0,108,116,0,0,120,4,80219,3,450,1,1,365,2.6,1,0.2,0.2925
4799,1223,1318,2,455,474,0,0,109,41,75220,0,444,1,1,608,66.284,2,0.8,-178.9668
3331,1042,1124,3,326,324,1,0,156,40,37064,2,242,0,9,548,35.168,7,0.2,9.6712
2988,1216,1311,3,458,452,0,0,519,3,90604,3,1746,2,13,1167,444.768,4,0.2,44.4768
3518,1208,1304,3,371,397,0,0,423,20,48601,0,1310,1,14,1553,83.92,4,0.0,5.8744
3518,1208,1304,3,371,397,0,0,423,20,48601,0,1737,2,13,1241,131.98,2,0.0,35.6346
3518,1208,1304,3,371,397,0,0,423,20,48601,0,766,1,3,241,15.92,4,0.0,7.4824
3518,1208,1304,3,371,397,0,0,423,20,48601,0,902,1,8,123,52.29,9,0.0,16.2099
3518,1208,1304,3,371,397,0,0,423,20,48601,0,1346,1,14,775,91.99,1,0.0,3.6796
819,327,344,2,541,530,1,0,109,41,75220,0,1490,2,0,1073,20.8,2,0.2,6.5
1416,305,323,3,786,782,1,0,287,33,44256,1,1007,1,10,214,23.68,2,0.2,8.88
1416,305,323,3,786,782,1,0,287,33,44256,1,46,0,4,1180,452.45,5,0.5,-244.323
1416,305,323,3,786,782,1,0,287,33,44256,1,1791,2,13,1478,62.982,3,0.4,-14.6958
1416,305,323,3,786,782,1,0,287,33,44256,1,1625,2,11,431,1188.0,9,0.7,-950.4
1416,305,323,3,786,782,1,0,287,33,44256,1,1460,2,0,1463,89.584,2,0.2,4.4792
2167,854,919,3,370,392,0,0,266,3,90032,3,1336,1,14,1261,93.06,6,0.0,26.0568
2167,854,919,3,370,392,0,0,266,3,90032,3,1776,2,13,114,302.376,3,0.2,22.6782
1691,587,635,0,341,393,0,0,126,33,43017,1,906,1,8,1196,5.584,2,0.2,1.8148
1691,587,635,0,341,393,0,0,126,33,43017,1,1243,1,12,1614,22.704,6,0.2,8.2302
1691,587,635,0,341,393,0,0,126,33,43017,1,752,1,3,904,19.776,4,0.7,-13.8432
1691,587,635,0,341,393,0,0,126,33,43017,1,140,0,9,623,72.704,4,0.2,19.0848
1691,587,635,0,341,393,0,0,126,33,43017,1,1632,2,11,1522,479.988,4,0.7,-383.9904
1691,587,635,0,341,393,0,0,126,33,43017,1,539,1,2,1491,27.168,2,0.2,2.7168
1623,470,513,3,236,210,1,0,123,20,48227,0,502,1,2,1414,2.2,1,0.0,0.968
1623,470,513,3,236,210,1,0,123,20,48227,0,358,0,16,317,622.45,5,0.0,136.939
1623,470,513,3,236,210,1,0,123,20,48227,0,1371,1,14,1352,21.98,1,0.0,0.2198
4448,339,360,3,776,775,0,0,93,40,38401,2,131,0,5,762,161.568,2,0.2,-28.2744
4448,339,360,3,776,775,0,0,93,40,38401,2,123,0,5,764,389.696,8,0.2,43.8408
4322,202,214,3,245,267,1,0,74,31,28205,2,706,1,3,690,18.648,7,0.7,-12.432
4722,991,1071,3,177,158,2,0,473,8,33614,2,331,0,16,377,233.86,2,0.45,-102.048
4722,991,1071,3,177,158,2,0,473,8,33614,2,355,0,16,368,620.6145,3,0.45,-248.2458
4722,991,1071,3,177,158,2,0,473,8,33614,2,706,1,3,690,5.328,2,0.7,-3.552
4722,991,1071,3,177,158,2,0,473,8,33614,2,284,0,9,1540,258.072,3,0.2,0.0
4722,991,1071,3,177,158,2,0,473,8,33614,2,1569,2,0,1025,617.976,3,0.2,-7.7247
4004,1189,1283,3,191,206,1,0,448,3,95051,3,1171,1,12,1831,10.56,2,0.0,4.752
2592,725,780,2,434,441,0,0,80,11,60610,0,1214,1,12,1746,25.92,5,0.2,9.396
2592,725,780,2,434,441,0,0,80,11,60610,0,158,0,9,1036,419.68,5,0.6,-356.728
2592,725,780,2,434,441,0,0,80,11,60610,0,297,0,9,1497,11.688,3,0.6,-4.6752
2592,725,780,2,434,441,0,0,80,11,60610,0,1679,2,13,1313,31.984,2,0.2,11.1944
2592,725,780,2,434,441,0,0,80,11,60610,0,344,0,16,943,177.225,5,0.5,-120.513
2592,725,780,2,434,441,0,0,80,11,60610,0,226,0,9,545,4.044,3,0.6,-2.8308
2592,725,780,2,434,441,0,0,80,11,60610,0,625,1,2,331,7.408,2,0.2,1.2038
395,118,121,2,240,230,2,0,239,21,55044,0,118,0,5,743,2001.86,7,0.0,580.5394
395,118,121,2,240,230,2,0,239,21,55044,0,1362,1,14,1383,166.72,2,0.0,41.68
395,118,121,2,240,230,2,0,239,21,55044,0,1249,1,12,109,47.88,6,0.0,23.94
395,118,121,2,240,230,2,0,239,21,55044,0,439,1,1,859,1503.25,5,0.0,496.0725
395,118,121,2,240,230,2,0,239,21,55044,0,1017,1,12,1800,25.92,4,0.0,12.4416
2545,895,963,2,463,475,0,0,438,3,94109,3,99,0,5,759,321.568,2,0.2,28.1372
2401,812,876,3,420,434,0,0,437,3,92037,3,1271,1,12,1653,7.61,1,0.0,3.5767
2401,812,876,3,420,434,0,0,437,3,92037,3,1569,2,0,1025,3347.37,13,0.0,636.0003
2427,895,961,0,219,219,0,0,329,30,10024,1,1331,1,14,651,80.58,6,0.0,22.5624
2427,895,961,0,219,219,0,0,329,30,10024,1,884,1,7,1583,361.92,4,0.0,162.864
4476,562,612,3,233,190,1,0,80,11,60623,0,226,0,9,545,12.132,9,0.6,-8.4924
4476,562,612,3,233,190,1,0,80,11,60623,0,1415,1,14,291,82.368,2,0.2,-19.5624
4476,562,612,3,233,190,1,0,80,11,60623,0,1350,1,14,1543,53.92,5,0.2,4.044
4476,562,612,3,233,190,1,0,80,11,60623,0,1733,2,13,1011,647.904,6,0.2,56.6916
4065,1208,1300,2,136,176,0,0,329,30,10009,1,1464,2,0,1375,20.37,3,0.0,6.9258
4065,1208,1300,2,136,176,0,0,329,30,10009,1,1380,1,14,1380,221.55,3,0.0,6.6465
4065,1208,1300,2,136,176,0,0,329,30,10009,1,774,1,3,49,17.52,5,0.2,6.132
4953,1046,1129,3,243,238,1,0,364,41,77506,0,418,1,1,605,1.624,2,0.8,-4.466
4208,207,218,2,666,684,1,0,207,41,77036,0,1624,2,11,985,3059.982,3,0.4,-509.997
4208,207,218,2,666,684,1,0,207,41,77036,0,1659,2,11,1834,2519.958,7,0.4,-251.9958
2094,727,784,3,628,653,0,0,80,11,60610,0,1722,2,13,443,328.224,4,0.2,28.7196
1528,545,594,3,31,13,0,0,49,3,94513,3,1582,2,0,1089,79.9,2,0.0,35.156
3536,1053,1137,3,127,167,1,0,73,31,27514,2,588,1,2,1319,14.016,3,0.2,4.7304
1863,609,659,3,592,591,0,0,314,28,7960,1,934,1,8,283,7.56,6,0.0,0.3024
4914,1216,1310,3,123,152,1,0,83,33,45231,1,1407,1,14,1377,37.208,1,0.2,-7.4416
4914,1216,1310,3,123,152,1,0,83,33,45231,1,894,1,7,1335,57.576,3,0.2,21.591
4083,1234,1330,2,432,444,1,0,438,3,94110,3,1385,1,14,112,725.84,4,0.0,210.4936
1534,462,498,0,317,326,0,0,438,3,94109,3,1566,2,0,993,209.93,7,0.0,92.3692
1534,462,498,0,317,326,0,0,438,3,94109,3,253,0,9,1345,5.28,3,0.0,2.3232
1534,462,498,0,317,326,0,0,438,3,94109,3,741,1,3,1309,10.92,3,0.2,4.095
3159,1136,1223,0,64,65,1,0,212,3,90301,3,1178,1,12,142,8.82,2,0.0,4.0572
3159,1136,1223,0,64,65,1,0,212,3,90301,3,517,1,2,1138,5.98,1,0.0,1.5548
